id1,id2,ra1,de1,plx1,plx2,pmra1,pmde1,pmra2,pmde2,epmra1,epmde1,epmra2,epmde2,g1,g2,mh1,mh2,sep_asec
6601750151432831104,6601750220152445440,337.8780248250589,-32.354522177681766,22.11470529672993,22.08361658789664,56.832158734287766,-21.209934359664693,58.639816749380145,-18.857116609147603,0.026310092,0.021399828,0.24592578,0.1831762,7.709608,4.263408,-0.4458,-1.074,30.381271282051433
6813759564048571648,6813759564048865536,327.85500965780835,-23.273031994483343,24.880334524835543,24.966954130855033,338.84519996794097,-87.30598427156966,340.8754749000389,-85.13547534853147,0.05611983,0.042703215,0.029593285,0.022273311,15.23197,6.7378097,,-1.0051,7.817151103222372
113650233426957824,113650233426958208,43.13899353744471,25.07911243998911,29.23584627622512,29.40455484392918,283.0143805112906,-313.8123248737195,281.58507620051614,-314.77285984260755,0.020575406,0.01968589,0.07631564,0.07718995,13.511263,16.13922,-0.6323,,18.600065254647664
1880317479391560192,1880317479391560320,337.97409789870005,25.452882429472268,20.88884449206207,20.989714856339326,192.25618314332303,-258.97824102747416,194.97209528081828,-256.74976537937283,0.05304546,0.048542634,0.015431763,0.014884084,15.896926,11.9219675,-0.3187,,14.506506883000792
2993141134966413440,2993141169326149504,92.4665403518199,-15.239479990197665,25.977348052060588,25.945696049580178,-65.6990665191999,10.940647914378856,-71.49395939555896,12.846899663764287,0.01385399,0.015344654,0.013727188,0.014945989,12.440341,12.991361,,,17.817516253873983
4845183942699113472,4845183946994583168,60.5298784130187,-38.310746651660025,22.2859970779509,22.1056144848855,159.26024131389417,15.547771247534492,160.55546170438637,14.43862776870273,0.029488556,0.035761364,0.06620638,0.07521965,15.702194,16.558678,-0.2357,,2.0857305694824846
5596797039059063680,5596797073418770560,121.75390919459994,-29.40451664155661,38.95805236436632,39.01329907213575,339.6440105416952,-355.1480078938252,340.91248167595256,-353.0435352791211,0.013609256,0.01706452,0.022738466,0.029623454,6.6477046,14.5445795,-0.3424,-0.4087,8.822672428418057
56413781254648960,56413781254974080,53.539108936825045,17.83394200783101,23.77875440296647,23.85926549379988,95.35258694869549,-309.81606687505456,94.3822545931632,-310.4483270704404,0.19862862,0.15956123,0.024980145,0.019425437,18.38292,5.914572,,,15.702778662918858
196825912952176640,196825912953934208,87.08302360770806,44.7337270791953,20.658008306562838,20.637021525521867,23.338671134066292,-39.916988024144544,26.133526526347158,-44.53877165214453,0.03242666,0.02289579,0.03058576,0.021719068,14.638134,14.610177,,-0.0452,2.205859375192528
223983442137333376,223983476497066368,57.99244531773929,39.78217221130637,31.020674420866992,30.984757454699707,28.533946190875213,-57.73304998879157,33.4082379147941,-52.30851673787632,0.02119157,0.014917832,0.01802618,0.013871329,10.392784,9.135876,,0.1001,53.919263715028734
602818249341071872,602818249341072256,128.23112549691646,12.413851427810677,22.491516444899638,22.52951131382783,-55.559492283581235,29.79905229063899,-56.74405132071088,30.815463703186545,0.035356455,0.026045803,0.021272233,0.01574658,14.967741,13.899188,,-0.5782,2.226504154214027
738941190472242816,738941190472242944,151.48481769675897,26.178564198888523,21.831853424145258,21.0338875444988,-162.5477348638707,-21.590397311563542,-162.80640151661737,-19.953271607298465,1.7291425,0.7574833,0.45679957,0.3199877,19.981447,19.440763,,,0.7679926347144002
1467164096785657088,1467167257881586816,195.6383914147812,32.43345838718155,31.499892808670634,31.572103073528147,-193.35906668016918,46.35919296534604,-194.107021340503,45.94689143472658,0.016464729,0.011437214,0.034548733,0.024794638,7.3666887,15.656696,-0.3911,,175.0678453784479
3293060625388613248,3293060659748351104,70.72464328419912,9.597292411187931,28.683814932302692,28.740603378492292,-68.89672903259887,-35.50763604226765,-73.89642653640824,-35.63430473774958,0.09543358,0.06544951,0.025316862,0.017898899,16.752882,11.141755,,,18.3863726701579
3305966383637466752,3305966417997207296,67.20598709739409,10.75589526424399,25.490528761371323,25.49503742241785,-16.80290625643455,-96.67227238708043,-16.517204235576553,-98.8521457943053,0.019243037,0.015184542,0.01728245,0.012817626,10.812435,13.250763,,-0.7012,55.6083456144219
3317635947223274752,3317636703137518208,94.79340543566956,4.594880844670265,21.104508306904382,21.319226177197983,-191.96590296743847,-229.67761608303627,-194.819343057803,-232.51228186393058,0.023428682,0.01970289,0.3665624,0.30311644,14.44954,19.330217,-0.1311,,13.477735464110793
3482326708703712640,3482326708703712896,173.06672103365204,-29.262681479002637,35.523891872581366,35.603723295006,-22.005703228415747,140.41286451718764,-19.695849319426088,144.90735661740385,0.047981407,0.035713214,0.04385892,0.03761368,5.6294436,5.5212674,-0.4605,-0.4073,9.584847199074156
3555985775785995776,3555986188102857088,162.44168885377803,-17.998346172075923,25.16577025369791,25.15043785026204,-110.5084982353366,-158.96303663651435,-112.93726571546728,-158.6752070645064,0.025084078,0.021878604,0.019726843,0.017490039,12.991233,10.031639,-0.1374,0.2452,67.71747514668603
3635124155987028864,3635124155987028992,202.00398863500848,-5.036797003789934,24.684472318559017,24.73763343702263,-251.98349487960857,79.91993668621413,-249.18360304168897,79.56471173706741,0.025154114,0.013404264,0.080041595,0.04379236,14.083819,16.443563,-0.7829,,8.651602716724668
3678639905636817152,3678639905636817408,192.30696273302223,-4.847632937236464,21.707979571814104,21.719485555243804,25.830423141002715,-233.11954609548184,26.020834927764145,-236.59497978954562,0.02382696,0.017798284,0.03287129,0.028204888,10.396975,14.326352,,-0.7413,16.739902851507278
3750867060688147200,3750867271141167488,158.57204786658374,-14.042112430235774,20.830292121643865,20.366199374097853,-3.7774744184895126,-67.41188155350183,-4.245199138000157,-68.0849699524995,0.018876845,0.016359484,0.29951638,0.28134713,13.571261,18.829897,,,54.77171245382871
3772889458253244544,3772889458253776640,153.32111800541475,-6.023495193458271,25.486478135755096,26.146350285152586,51.329695853913044,-283.1208325672776,54.504311714606466,-284.9572506335733,0.35177353,0.4766004,0.02143444,0.022804892,18.689594,11.187688,,,14.107139708374223
5725503293214289280,5725506935346610048,118.787010948362,-14.765529171888673,25.54704881121834,25.535336299188845,-64.90972043199112,-310.02509948640255,-65.93031402321859,-309.9039980988263,0.015498463,0.013560074,0.016946187,0.015318957,13.552998,14.30093,,,377.49358969285817
5970189332424492160,5970189504223192960,254.17809476004484,-39.13735925768554,63.726103624238334,63.58220163977265,51.246701375290556,-108.69900923285306,56.065063536616165,-106.79106226987099,0.0256458,0.019677138,0.022856377,0.017857261,8.07022,10.380703,0.1964,-0.8343,169.20076974983778
5970189332424492160,5970189504209690496,254.17809476004484,-39.13735925768554,63.726103624238334,63.52312678591539,51.246701375290556,-108.69900923285306,46.90372006277018,-113.68489033038925,0.0256458,0.019677138,0.041802227,0.033112474,8.07022,11.785176,0.1964,-0.2037,169.36564616382785
6288409919000551424,6288413183175704960,207.68317077437825,-21.692505319623017,47.43483221378261,47.41281700614312,-35.82713573904739,-377.3512839263018,-33.3890077225431,-376.5251604620376,0.041815095,0.033015594,0.03348147,0.03174193,11.602247,12.302676,-0.7936,-0.0604,375.0073960273926
5960175770822339840,5960175770853736448,261.989619840859,-40.273658278907504,24.851430421601556,25.07873785952461,-16.337385678787864,-58.93211831873472,-21.74474804225239,-60.96677434147161,0.031375468,0.021341026,0.08766286,0.06693512,13.639332,13.903808,-0.5117,,1.8300341583530264
4063585111339290112,4063585111339291776,268.9235979485838,-27.546604105914263,20.124981771263105,20.08818239488505,-55.88999781970042,-266.25543673633933,-56.99846583926701,-263.24156099920594,0.036600843,0.024365503,0.052149616,0.03459439,15.093523,15.587913,,,3.43822242343117
4134094519925864320,4134094524223600640,252.01666000218182,-15.965916391372208,22.826749902456363,22.854139364002325,75.32082587747077,-88.37884460537941,76.79289924883804,-91.82247620251303,0.03988999,0.026530756,0.031215526,0.021174287,14.88833,7.298229,,-0.3729,30.413291023908087
4333860668705967360,4333860703065705344,252.17554207449078,-11.640544234509358,25.175471464508774,25.083065076219903,-185.85888724945778,-59.25492004942241,-187.8854192897006,-61.528222381515036,0.033859804,0.022832144,0.09800954,0.0677515,14.907849,16.985807,,,43.77182646819561
